Channel_0,Average_0,Time,Time_Average,Channel_1,Average_1,Channel_3,Average_3,Blink,Don't Use,Blink_Averaged
-2936.967745,#DIV/0!,23.174,#DIV/0!,-3498.63153,#DIV/0!,-2454.582359,#DIV/0!,0,#DIV/0!,
-2917.303351,#DIV/0!,23.175,#DIV/0!,-3484.633084,#DIV/0!,-2369.017188,#DIV/0!,0,#DIV/0!,
-2918.623535,#DIV/0!,23.175,#DIV/0!,-3484.449829,#DIV/0!,-2396.677488,#DIV/0!,0,#DIV/0!,
-2937.218318,#DIV/0!,23.188,#DIV/0!,-3500.067651,#DIV/0!,-2456.687922,#DIV/0!,0,#DIV/0!,
-2928.025644,#DIV/0!,23.188,#DIV/0!,-3494.416662,#DIV/0!,-2399.482413,#DIV/0!,0,#DIV/0!,
-2909.374763,#DIV/0!,23.204,#DIV/0!,-3471.434977,#DIV/0!,-2362.913671,#DIV/0!,0,#DIV/0!,
-2921.039511,#DIV/0!,23.204,#DIV/0!,-3483.013708,#DIV/0!,-2448.991208,#DIV/0!,0,#DIV/0!,
-2930.606175,#DIV/0!,23.205,#DIV/0!,-3499.35707,#DIV/0!,-2423.170939,#DIV/0!,0,#DIV/0!,
-2911.757079,#DIV/0!,23.205,#DIV/0!,-3478.772661,#DIV/0!,-2354.401659,#DIV/0!,0,#DIV/0!,
-2925.112262,#DIV/0!,23.218,#DIV/0!,-3486.114085,#DIV/0!,-2437.883705,#DIV/0!,0,#DIV/0!,
-2931.90018,#DIV/0!,23.218,#DIV/0!,-3496.76158,#DIV/0!,-2449.701789,#DIV/0!,0,#DIV/0!,
-2916.424474,#DIV/0!,23.234,#DIV/0!,-3483.230622,#DIV/0!,-2369.421097,#DIV/0!,0,#DIV/0!,
-2914.33761,#DIV/0!,23.234,#DIV/0!,-3485.92335,#DIV/0!,-2391.471547,#DIV/0!,0,#DIV/0!,
-2942.543935,#DIV/0!,23.235,#DIV/0!,-3507.442734,#DIV/0!,-2467.526152,#DIV/0!,0,#DIV/0!,
-2923.261011,#DIV/0!,23.235,#DIV/0!,-3485.870991,#DIV/0!,-2400.514625,#DIV/0!,0,#DIV/0!,
-2907.007406,#DIV/0!,23.248,#DIV/0!,-3480.941803,#DIV/0!,-2372.469115,#DIV/0!,0,#DIV/0!,
-2936.997664,#DIV/0!,23.248,#DIV/0!,-3492.408336,#DIV/0!,-2454.466422,#DIV/0!,0,#DIV/0!,
-2929.779657,#DIV/0!,23.264,#DIV/0!,-3498.695108,#DIV/0!,-2431.869946,#DIV/0!,0,#DIV/0!,
-2905.432908,#DIV/0!,23.264,#DIV/0!,-3484.479748,#DIV/0!,-2356.380066,#DIV/0!,0,#DIV/0!,
-2922.393354,#DIV/0!,23.265,#DIV/0!,-3483.866405,#DIV/0!,-2424.382666,#DIV/0!,0,#DIV/0!,
-2933.201665,#DIV/0!,23.265,#DIV/0!,-3498.23136,#DIV/0!,-2451.220189,#DIV/0!,0,#DIV/0!,
-2921.043251,#DIV/0!,23.278,#DIV/0!,-3479.602919,#DIV/0!,-2369.742728,#DIV/0!,0,#DIV/0!,
-2918.013932,#DIV/0!,23.278,#DIV/0!,-3482.91273,#DIV/0!,-2402.070423,#DIV/0!,0,#DIV/0!,
-2928.399634,#DIV/0!,23.294,#DIV/0!,-3496.473607,#DIV/0!,-2464.519273,#DIV/0!,0,#DIV/0!,
-2914.158095,#DIV/0!,23.294,#DIV/0!,-3491.256447,#DIV/0!,-2397.859296,#DIV/0!,0,#DIV/0!,
-2916.013085,#DIV/0!,23.295,#DIV/0!,-3487.811999,#DIV/0!,-2380.49494,#DIV/0!,0,#DIV/0!,
-2931.89644,#DIV/0!,23.295,#DIV/0!,-3504.60041,#DIV/0!,-2467.021266,#DIV/0!,0,#DIV/0!,
-2947.469384,#DIV/0!,23.308,#DIV/0!,-3502.124596,#DIV/0!,-2440.258542,#DIV/0!,0,#DIV/0!,
-2911.985213,#DIV/0!,23.308,#DIV/0!,-3483.900064,#DIV/0!,-2362.012355,#DIV/0!,0,#DIV/0!,
-2923.874355,#DIV/0!,23.324,#DIV/0!,-3491.948329,#DIV/0!,-2431.780189,#DIV/0!,0,#DIV/0!,
-2942.390599,#DIV/0!,23.324,#DIV/0!,-3505.258632,#DIV/0!,-2455.345298,#DIV/0!,0,#DIV/0!,
-2934.978118,#DIV/0!,23.325,#DIV/0!,-3503.437301,#DIV/0!,-2385.027699,#DIV/0!,0,#DIV/0!,
-2919.532331,#DIV/0!,23.325,#DIV/0!,-3489.214462,#DIV/0!,-2413.03955,#DIV/0!,0,#DIV/0!,
-2937.678326,#DIV/0!,23.338,#DIV/0!,-3500.587497,#DIV/0!,-2475.44726,#DIV/0!,0,#DIV/0!,
-2916.476833,#DIV/0!,23.338,#DIV/0!,-3493.062819,#DIV/0!,-2394.052078,#DIV/0!,0,#DIV/0!,
-2908.106937,#DIV/0!,23.354,#DIV/0!,-3476.465143,#DIV/0!,-2372.914163,#DIV/0!,0,#DIV/0!,
-2931.365374,#DIV/0!,23.354,#DIV/0!,-3505.232453,#DIV/0!,-2458.726168,#DIV/0!,0,#DIV/0!,
-2932.558403,#DIV/0!,23.355,#DIV/0!,-3505.187574,#DIV/0!,-2435.493909,#DIV/0!,0,#DIV/0!,
-2893.566206,#DIV/0!,23.355,#DIV/0!,-3473.084273,#DIV/0!,-2366.30202,#DIV/0!,0,#DIV/0!,
