Channel 1,Channel 2,Channel 3,Channel 4,Timestamp
0.13878171,44.935223,-14.835179,-16.273804,1259.0
0.10772002,14.705186,-6.5841703,-8.146018,1260.0
0.14123744,-26.412876,-22.009268,-23.445211,1261.0
0.2556839,-24.714123,-41.621674,-43.035072,1262.0
0.18898983,-21.933876,-74.70334,-76.5483,1263.0
0.14125313,-39.844574,-121.991135,-123.90745,1264.0
0.17856511,-35.528584,-151.96031,-153.79579,1265.0
0.103532396,-29.618261,-155.51738,-158.12991,1266.0
0.0921229,-43.359074,-165.25519,-167.21666,1267.0
0.06408588,-16.246513,-164.0198,-164.41783,1268.0
-0.01940083,28.564928,-113.898026,-114.46033,1269.0
-0.020000422,40.815353,-54.563805,-54.616898,1270.0
-0.059020996,16.363071,-19.913872,-18.76678,1271.0
-0.11238496,-20.854944,10.058897,11.636372,1272.0
-0.07351808,-4.198401,54.027588,55.987095,1273.0
